Beautiful Soup,Lxml,Regular expressions
0.021422147750854492,0.0232698917388916,0.005869150161743164
0.04227614402770996,0.02732396125793457,0.009930133819580078
0.06313204765319824,0.03130793571472168,0.013257026672363281
0.08831095695495605,0.03531599044799805,0.016505002975463867
0.12666916847229004,0.03926587104797363,0.01976609230041504
0.1507890224456787,0.04325294494628906,0.02296304702758789
0.17443299293518066,0.0473020076751709,0.026041030883789062
0.19644618034362793,0.05124092102050781,0.029006004333496094
0.22185516357421875,0.058142900466918945,0.031957149505615234
0.24482297897338867,0.06904292106628418,0.03475213050842285
0.2664811611175537,0.07526993751525879,0.03748011589050293
0.2872641086578369,0.07957792282104492,0.04021501541137695
0.3085651397705078,0.08386683464050293,0.043070077896118164
0.3294689655303955,0.08798599243164062,0.045989990234375
0.35018396377563477,0.0919339656829834,0.04873394966125488
0.37220215797424316,0.09595799446105957,0.051403045654296875
0.39675402641296387,0.09990191459655762,0.054038047790527344
0.4176609516143799,0.10424685478210449,0.05684709548950195
0.4380660057067871,0.10828399658203125,0.05943608283996582
0.4585840702056885,0.11232686042785645,0.06203508377075195
0.4789919853210449,0.11627602577209473,0.06458711624145508
0.49979496002197266,0.12026596069335938,0.06713008880615234
0.5204951763153076,0.12421202659606934,0.0698540210723877
0.5412261486053467,0.12821698188781738,0.07240796089172363
0.5630290508270264,0.1322169303894043,0.07502198219299316
0.5835161209106445,0.13614892959594727,0.07757711410522461
0.6076879501342773,0.1401510238647461,0.08024311065673828
0.631601095199585,0.1441810131072998,0.0827951431274414
0.6565501689910889,0.14812994003295898,0.0853569507598877
0.6772031784057617,0.15215802192687988,0.08800911903381348
0.6979429721832275,0.1579270362854004,0.09061217308044434
0.7186930179595947,0.16412687301635742,0.09321904182434082
0.7406861782073975,0.16835999488830566,0.0957789421081543
0.7611761093139648,0.17241287231445312,0.09831905364990234
0.7816829681396484,0.17642903327941895,0.10277509689331055
0.8036260604858398,0.18051695823669434,0.10675406455993652
0.8254489898681641,0.18465685844421387,0.10988712310791016
0.8474631309509277,0.18873381614685059,0.11266207695007324
0.8709700107574463,0.19287896156311035,0.1154470443725586
0.8947281837463379,0.19688200950622559,0.11806416511535645
0.9194200038909912,0.20087599754333496,0.12061595916748047
0.945141077041626,0.20514798164367676,0.12323904037475586
0.9688451290130615,0.21472382545471191,0.1258411407470703
0.9928009510040283,0.2191779613494873,0.12847399711608887
1.016611099243164,0.22409296035766602,0.13106298446655273
1.0398170948028564,0.22817492485046387,0.13360595703125
1.0630171298980713,0.23212385177612305,0.13628506660461426
1.0870389938354492,0.2362220287322998,0.138869047164917
1.1288890838623047,0.24029898643493652,0.14145708084106445
1.150956153869629,0.2442319393157959,0.14405202865600586
1.1756360530853271,0.2482588291168213,0.14667797088623047
1.199242115020752,0.25224781036376953,0.1517801284790039
1.221013069152832,0.2563478946685791,0.15487003326416016
1.2415871620178223,0.26039600372314453,0.15760397911071777
1.2684340476989746,0.26447486877441406,0.16030216217041016
1.2914130687713623,0.2684898376464844,0.1628739833831787
1.3120241165161133,0.27252197265625,0.16547799110412598
1.334968090057373,0.2764558792114258,0.16806912422180176
1.3576250076293945,0.28047800064086914,0.17066407203674316
1.382397174835205,0.28462791442871094,0.1732790470123291
1.4030520915985107,0.28861498832702637,0.17583703994750977
1.4239089488983154,0.2926778793334961,0.1784501075744629
1.4444260597229004,0.29667186737060547,0.18104195594787598
1.4650969505310059,0.30061793327331543,0.18363595008850098
1.492828130722046,0.3046398162841797,0.18622803688049316
1.5219199657440186,0.3087170124053955,0.18878793716430664
1.5492360591888428,0.31265783309936523,0.19140005111694336
1.5727620124816895,0.3166658878326416,0.19405317306518555
1.604464054107666,0.3206288814544678,0.19664311408996582
1.6272351741790771,0.32470083236694336,0.19925713539123535
1.647933006286621,0.328902006149292,0.2018439769744873
1.668929100036621,0.3330118656158447,0.20442795753479004
1.6898341178894043,0.33697986602783203,0.2070169448852539
1.710651159286499,0.34110093116760254,0.20963096618652344
1.7315771579742432,0.34525084495544434,0.21224498748779297
1.7521581649780273,0.3492419719696045,0.21489405632019043
1.7741200923919678,0.3533449172973633,0.21752715110778809
1.7948110103607178,0.3573729991912842,0.22008705139160156
1.8153350353240967,0.36136603355407715,0.22279906272888184
1.8366279602050781,0.36545801162719727,0.2253561019897461
1.8617470264434814,0.3701968193054199,0.2279670238494873
1.8822171688079834,0.3772318363189697,0.2305600643157959
1.902785062789917,0.3816409111022949,0.23314309120178223
1.9234321117401123,0.3858628273010254,0.2357630729675293
1.9439260959625244,0.39006996154785156,0.2384030818939209
1.966181993484497,0.3942279815673828,0.24100995063781738
1.9902350902557373,0.3984048366546631,0.24357008934020996
2.0115339756011963,0.40233802795410156,0.24616098403930664
2.032073974609375,0.4064009189605713,0.24883604049682617
2.0530591011047363,0.4103379249572754,0.2515411376953125
2.0735249519348145,0.4143989086151123,0.2542910575866699
2.0938880443573,0.4185349941253662,0.25684499740600586
2.1249520778656006,0.4225168228149414,0.2594420909881592
2.1502981185913086,0.42667484283447266,0.2619900703430176
2.172244071960449,0.43074989318847656,0.26459407806396484
2.1926770210266113,0.4347848892211914,0.2671370506286621
2.213284969329834,0.43883395195007324,0.2696840763092041
2.2338521480560303,0.44574689865112305,0.2723250389099121
2.254379987716675,0.45087289810180664,0.2748689651489258
2.274975061416626,0.4550800323486328,0.2774651050567627
2.2954020500183105,0.4590768814086914,0.28000807762145996
2.315953016281128,0.46309781074523926,0.2825510501861572
2.3379859924316406,0.46712493896484375,0.28518199920654297
2.361687183380127,0.4710679054260254,0.28772616386413574
2.3821640014648438,0.4751918315887451,0.2907869815826416
2.4039251804351807,0.47934603691101074,0.3007090091705322
2.4286539554595947,0.48372697830200195,0.30346107482910156
2.4500839710235596,0.4911839962005615,0.3061511516571045
2.4707140922546387,0.49577784538269043,0.3091881275177002
2.4914369583129883,0.49987292289733887,0.31272196769714355
2.5120351314544678,0.5061938762664795,0.31552910804748535
2.534475088119507,0.5118589401245117,0.31824803352355957
2.5550601482391357,0.5162379741668701,0.320965051651001
2.575463056564331,0.5202808380126953,0.3236401081085205
2.5960869789123535,0.5244019031524658,0.3263530731201172
2.6246390342712402,0.5283949375152588,0.33238911628723145
2.645596981048584,0.5323820114135742,0.3359379768371582
2.666433095932007,0.5366108417510986,0.33869099617004395
2.6869399547576904,0.5406398773193359,0.3414120674133301
2.708950996398926,0.5446228981018066,0.3440279960632324
2.729525089263916,0.5486829280853271,0.3465859889984131
2.7501070499420166,0.5527169704437256,0.34934115409851074
2.770730972290039,0.5568029880523682,0.35506415367126465
2.7912261486053467,0.5655279159545898,0.35903310775756836
2.8117880821228027,0.5740258693695068,0.3619379997253418
2.8324880599975586,0.5782849788665771,0.36465001106262207
2.857419967651367,0.5824189186096191,0.3672599792480469
2.878012180328369,0.5863828659057617,0.3698570728302002
2.9002530574798584,0.5906758308410645,0.37244701385498047
2.9209091663360596,0.595958948135376,0.3750600814819336
2.9415090084075928,0.6004178524017334,0.3776111602783203
2.9623360633850098,0.6045238971710205,0.3801560401916504
2.9828531742095947,0.6086719036102295,0.382763147354126
3.0032620429992676,0.6126058101654053,0.3853020668029785
3.0239970684051514,0.6166019439697266,0.38793206214904785
3.0445570945739746,0.6207070350646973,0.39048314094543457
3.06516695022583,0.6246378421783447,0.39311814308166504
3.0878751277923584,0.6286768913269043,0.3957700729370117
3.1196110248565674,0.6327860355377197,0.39832210540771484
3.1427409648895264,0.636725902557373,0.4009411334991455
3.1767311096191406,0.643582820892334,0.4034881591796875
3.212015151977539,0.6488778591156006,0.40610313415527344
3.265803098678589,0.6531150341033936,0.40865302085876465
3.3136980533599854,0.6574149131774902,0.41120100021362305
3.358798027038574,0.6613848209381104,0.4138619899749756
3.4113521575927734,0.6664788722991943,0.41640400886535645
3.4660701751708984,0.672468900680542,0.41901111602783203
3.516206979751587,0.6767590045928955,0.42155003547668457
3.562947988510132,0.6808979511260986,0.42409396171569824
3.6060080528259277,0.6849210262298584,0.4266791343688965
3.634350061416626,0.6890478134155273,0.4292311668395996
3.666975975036621,0.6930758953094482,0.4318411350250244
3.698261022567749,0.6984739303588867,0.43439197540283203
3.73403000831604,0.7031478881835938,0.43698906898498535
3.7724621295928955,0.7075169086456299,0.4395480155944824
3.8071470260620117,0.7117438316345215,0.4420890808105469
3.8364779949188232,0.7157008647918701,0.4447340965270996
3.866917133331299,0.7197279930114746,0.4472801685333252
3.901968002319336,0.7236759662628174,0.44989800453186035
3.9316179752349854,0.7277848720550537,0.45285606384277344
3.9654340744018555,0.731834888458252,0.4565250873565674
3.988852024078369,0.735774040222168,0.45925211906433105
4.012037992477417,0.7397968769073486,0.4620029926300049
4.03889012336731,0.7438209056854248,0.46456098556518555
4.068698167800903,0.7478070259094238,0.4671039581298828
4.091577053070068,0.7519500255584717,0.4696969985961914
4.11879301071167,0.7560548782348633,0.4722471237182617
4.141870021820068,0.7599918842315674,0.47482895851135254
4.164811134338379,0.7641270160675049,0.47738099098205566
4.188630104064941,0.7681839466094971,0.47992396354675293
4.21044397354126,0.7722768783569336,0.48253893852233887
4.23265814781189,0.7762198448181152,0.48508715629577637
4.256591081619263,0.7803478240966797,0.48771095275878906
4.278820991516113,0.7842848300933838,0.4902520179748535
4.301440954208374,0.7883148193359375,0.4928410053253174
4.322137117385864,0.792341947555542,0.4954521656036377
4.342900037765503,0.798102855682373,0.4979989528656006
4.3653271198272705,0.8024749755859375,0.5006210803985596
4.386198043823242,0.8064239025115967,0.5031781196594238
4.407067060470581,0.8105189800262451,0.5057721138000488
4.432171106338501,0.8148469924926758,0.5083229541778564
4.458611011505127,0.8187949657440186,0.5109281539916992
4.481115102767944,0.825937032699585,0.5135300159454346
4.501721143722534,0.8317039012908936,0.5160701274871826
4.5221850872039795,0.8359339237213135,0.5186829566955566
